"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M"
"0500000US01081","Lee County, Alabama","59336","1847","54953","2202","46742","2701","1720","697","52100","2374","3724","1351","40170","2755","457","426","1500","808","0","201","4383","1349","48633","2473","237","297","48396","2412","44473","2542","5951","1496","39702","2624","8367","1643","10703","2242","14817","2006","0","201","9465","1778","5352","1704","23460","1989","237","297","18799","1821","4424","1347","21059","2074","0","201","20132","2043","927","594","(X)","(X)","92.6","2.3","78.8","3.5","2.9","1.2","87.8","2.7","6.3","2.3","67.7","4.1","0.8","0.7","2.5","1.4","0.0","0.3","7.4","2.3","82.0","3.7","0.4","0.5","81.6","3.6","75.0","4.0","10.0","2.5","66.9","4.1","14.1","2.7","18.0","3.7","(X)","(X)","0.0","1.1","63.9","9.8","36.1","9.8","(X)","(X)","1.0","1.3","80.1","5.2","18.9","5.3","(X)","(X)","0.0","0.8","95.6","2.8","4.4","2.8"
"0500000US01083","Limestone County, Alabama","32333","1294","29448","1423","24010","1615","997","399","26811","1555","2369","845","22155","1642","321","257","996","396","0","201","2885","730","26508","1708","42","69","26466","1706","22251","1748","3484","819","20585","1668","3863","1093","5825","1154","4986","1059","0","201","2373","784","2613","760","13521","1627","42","69","11205","1693","2274","757","13826","1576","0","201","12888","1597","938","629","(X)","(X)","91.1","2.3","74.3","3.8","3.1","1.2","82.9","3.2","7.3","2.6","68.5","4.3","1.0","0.8","3.1","1.2","0.0","0.5","8.9","2.3","82.0","3.6","0.1","0.2","81.9","3.6","68.8","4.3","10.8","2.5","63.7","4.5","11.9","3.3","18.0","3.6","(X)","(X)","0.0","3.3","47.6","11.1","52.4","11.1","(X)","(X)","0.3","0.5","82.9","5.7","16.8","5.7","(X)","(X)","0.0","1.2","93.2","4.5","6.8","4.5"
"0500000US01089","Madison County, Alabama","152723","1873","142330","2671","123026","3935","5721","1052","132790","3030","10673","2005","97662","3813","1567","649","3493","1112","0","201","10393","1677","134551","3101","136","142","134415","3120","119108","3834","12603","1852","116478","3792","9578","1594","18172","2517","22867","2268","0","201","15875","2250","6992","1407","65813","3253","136","142","57134","3390","8543","1899","64043","2981","0","201","61406","2868","2637","1093","(X)","(X)","93.2","1.1","80.6","2.2","3.7","0.7","86.9","1.3","7.0","1.3","63.9","2.4","1.0","0.4","2.3","0.7","0.0","0.1","6.8","1.1","88.1","1.7","0.1","0.1","88.0","1.7","78.0","2.1","8.3","1.2","76.3","2.2","6.3","1.0","11.9","1.7","(X)","(X)","0.0","0.7","69.4","6.0","30.6","6.0","(X)","(X)","0.2","0.2","86.8","2.8","13.0","2.8","(X)","(X)","0.0","0.3","95.9","1.7","4.1","1.7"
"0500000US01095","Marshall County, Alabama","36022","1112","31983","1408","23158","1900","1282","430","29609","1322","6274","1183","19446","1570","251","207","565","454","0","201","4039","947","29963","1432","0","201","29963","1432","28009","1424","6449","1205","22118","1703","2021","606","6059","1078","7442","1177","0","201","4544","1065","2898","729","17867","1685","0","201","15485","1664","2382","721","10713","1315","0","201","9934","1230","779","544","(X)","(X)","88.8","2.6","64.3","4.6","3.6","1.2","82.2","2.5","17.4","3.2","54.0","4.3","0.7","0.6","1.6","1.3","0.0","0.5","11.2","2.6","83.2","3.0","0.0","0.5","83.2","3.0","77.8","3.0","17.9","3.3","61.4","4.3","5.6","1.7","16.8","3.0","(X)","(X)","0.0","2.2","61.1","8.9","38.9","8.9","(X)","(X)","0.0","0.9","86.7","3.9","13.3","3.9","(X)","(X)","0.0","1.5","92.7","4.9","7.3","4.9"
"0500000US01097","Mobile County, Alabama","158627","3164","139806","3179","98921","3209","5796","1130","129208","3199","30024","2825","74175","3275","1777","544","2040","642","0","201","18821","1979","125821","3412","3266","1320","122555","3620","111631","3355","34396","2798","81697","3284","12609","1873","32806","2604","38615","2903","732","525","21519","2621","16364","1899","76557","4039","993","559","61418","3342","14146","1927","43455","2802","1541","1074","39618","2667","2296","863","(X)","(X)","88.1","1.2","62.4","2.1","3.7","0.7","81.5","1.3","18.9","1.6","46.8","2.1","1.1","0.3","1.3","0.4","0.0","0.1","11.9","1.2","79.3","1.6","2.1","0.8","77.3","1.8","70.4","1.6","21.7","1.6","51.5","2.0","7.9","1.2","20.7","1.6","(X)","(X)","1.9","1.3","55.7","4.8","42.4","4.5","(X)","(X)","1.3","0.7","80.2","2.1","18.5","2.2","(X)","(X)","3.5","2.5","91.2","2.6","5.3","1.9"
"0500000US01101","Montgomery County, Alabama","87553","2304","77480","2684","57320","2757","2629","688","71689","2657","13054","1848","51892","2651","1114","451","1901","627","29","52","10073","1512","72134","2537","136","174","71998","2533","65119","2451","11499","1728","57579","2738","5037","1023","15419","1703","19931","2178","48","82","11146","1738","8737","1450","38499","3135","0","201","33372","3131","5127","1104","29123","2459","88","155","27480","2413","1555","598","(X)","(X)","88.5","1.7","65.5","2.3","3.0","0.8","81.9","2.0","14.9","2.1","59.3","2.7","1.3","0.5","2.2","0.7","0.0","0.1","11.5","1.7","82.4","1.9","0.2","0.2","82.2","1.9","74.4","2.1","13.1","1.9","65.8","2.6","5.8","1.1","17.6","1.9","(X)","(X)","0.2","0.4","55.9","5.9","43.8","5.9","(X)","(X)","0.0","0.4","86.7","2.9","13.3","2.9","(X)","(X)","0.3","0.5","94.4","2.0","5.3","2.0"
"0500000US01103","Morgan County, Alabama","45851","1482","39562","1910","33452","2013","2728","954","36028","1845","3880","1043","26860","1799","243","181","1453","659","0","201","6289","1457","36950","1895","102","128","36848","1864","27293","1755","6812","1194","28422","1928","3188","997","8901","1460","7583","1376","34","60","4691","976","2858","1022","22137","1812","68","113","16969","1848","5100","1203","16131","1639","0","201","15188","1566","943","649","(X)","(X)","86.3","3.1","73.0","3.5","5.9","2.1","78.6","3.0","8.5","2.3","58.6","3.6","0.5","0.4","3.2","1.4","0.0","0.4","13.7","3.1","80.6","3.1","0.2","0.3","80.4","3.1","59.5","3.7","14.9","2.6","62.0","3.6","7.0","2.1","19.4","3.1","(X)","(X)","0.4","0.8","61.9","10.1","37.7","10.1","(X)","(X)","0.3","0.5","76.7","5.3","23.0","5.3","(X)","(X)","0.0","1.0","94.2","3.9","5.8","3.9"
"0500000US01115","St. Clair County, Alabama","30765","1596","27064","1950","22292","1965","2325","1050","23331","2000","1724","771","19586","2167","358","319","408","386","0","201","3701","1149","25750","2053","170","209","25580","2032","22522","1972","2808","809","21299","1917","2313","959","5015","1327","4466","1270","79","136","2200","941","2187","937","15652","1773","91","160","12880","1922","2681","1025","10647","1535","0","201","10500","1533","147","165","(X)","(X)","88.0","3.8","72.5","5.0","7.6","3.5","75.8","4.7","5.6","2.5","63.7","5.7","1.2","1.0","1.3","1.3","0.0","0.5","12.0","3.8","83.7","4.4","0.6","0.7","83.1","4.4","73.2","4.7","9.1","2.6","69.2","4.5","7.5","3.1","16.3","4.4","(X)","(X)","1.8","3.2","49.3","15.4","49.0","15.6","(X)","(X)","0.6","1.0","82.3","6.6","17.1","6.7","(X)","(X)","0.0","1.6","98.6","1.5","1.4","1.5"
"0500000US01117","Shelby County, Alabama","80944","1588","77041","1777","65403","2147","1715","578","73297","1895","6998","1262","58702","2152","444","284","3310","1226","0","201","3903","1037","72931","1947","85","89","72846","1949","67228","2167","8082","1719","61981","2384","7284","1259","8013","1358","9901","1639","42","72","6291","1336","3568","827","31724","2207","43","52","27899","2298","3782","896","39319","2262","0","201","38656","2313","663","386","(X)","(X)","95.2","1.3","80.8","2.1","2.1","0.7","90.6","1.5","8.6","1.6","72.5","2.4","0.5","0.3","4.1","1.5","0.0","0.2","4.8","1.3","90.1","1.7","0.1","0.1","90.0","1.7","83.1","2.1","10.0","2.1","76.6","2.7","9.0","1.6","9.9","1.7","(X)","(X)","0.4","0.7","63.5","7.0","36.0","6.9","(X)","(X)","0.1","0.2","87.9","2.9","11.9","2.9","(X)","(X)","0.0","0.4","98.3","1.0","1.7","1.0"
"0500000US01121","Talladega County, Alabama","31219","1460","26614","1675","20191","1735","1601","548","24141","1702","3832","1168","17586","1705","361","193","298","261","0","201","4605","1156","25474","1704","78","99","25396","1701","22188","1578","4895","1040","17822","1458","4161","968","5745","1197","8870","1435","0","201","5610","1180","3260","1010","14504","1692","78","99","12394","1668","2032","554","7845","1246","0","201","7392","1147","453","312","(X)","(X)","85.2","3.6","64.7","4.8","5.1","1.7","77.3","3.9","12.3","3.6","56.3","5.0","1.2","0.6","1.0","0.8","0.0","0.5","14.8","3.6","81.6","3.8","0.2","0.3","81.3","3.7","71.1","4.1","15.7","3.3","57.1","3.8","13.3","3.0","18.4","3.8","(X)","(X)","0.0","1.9","63.2","9.3","36.8","9.3","(X)","(X)","0.5","0.7","85.5","3.7","14.0","3.9","(X)","(X)","0.0","2.1","94.2","3.6","5.8","3.6"
"0500000US01125","Tuscaloosa County, Alabama","74053","2334","66782","2497","51504","2580","2904","1020","62290","2582","10249","1952","41261","2678","794","529","2049","702","0","201","7271","1232","60987","2385","332","354","60655","2406","56925","2492","10209","1882","47731","2671","6539","1243","13066","1525","14131","2060","51","94","9227","1693","4853","1260","33123","2842","95","168","26329","2487","6699","1288","26799","2409","186","308","25099","2241","1514","596","(X)","(X)","90.2","1.7","69.6","2.8","3.9","1.4","84.1","2.1","13.8","2.6","55.7","3.6","1.1","0.7","2.8","0.9","0.0","0.2","9.8","1.7","82.4","2.0","0.4","0.5","81.9","2.1","76.9","2.3","13.8","2.5","64.5","3.1","8.8","1.6","17.6","2.0","(X)","(X)","0.4","0.7","65.3","7.4","34.3","7.4","(X)","(X)","0.3","0.5","79.5","3.5","20.2","3.4","(X)","(X)","0.7","1.1","93.7","2.3","5.6","2.1"
"0500000US01127","Walker County, Alabama","24870","1142","20611","1177","14556","1446","1057","410","19077","1233","4079","826","12026","1424","202","143","684","379","0","201","4259","935","19315","1280","91","135","19224","1253","17297","1351","5468","1173","11814","1411","2728","879","5555","972","5797","1154","0","201","3455","995","2342","745","11039","1465","91","135","8127","1277","2821","728","8034","1356","0","201","7642","1438","392","363","(X)","(X)","82.9","3.5","58.5","5.1","4.3","1.7","76.7","3.9","16.4","3.4","48.4","5.2","0.8","0.6","2.8","1.5","0.0","0.7","17.1","3.5","77.7","3.8","0.4","0.5","77.3","3.7","69.5","4.0","22.0","4.7","47.5","5.4","11.0","3.4","22.3","3.8","(X)","(X)","0.0","2.8","59.6","11.0","40.4","11.0","(X)","(X)","0.8","1.2","73.6","5.7","25.6","5.7","(X)","(X)","0.0","2.1","95.1","4.7","4.9","4.7"
"0500000US02020","Anchorage Municipality, Alaska","105285","2132","102774","2178","88842","3010","2062","579","98712","2098","9389","2145","74593","3279","478","339","5720","1200","0","157","2511","773","96716","2501","104","131","96612","2514","90113","2744","12871","1818","82225","2598","4221","1262","8569","1754","8880","1504","0","157","6253","1306","2627","842","39009","3014","67","113","34514","2817","4428","1148","57396","3048","37","64","55845","2977","1514","704","(X)","(X)","97.6","0.7","84.4","2.1","2.0","0.5","93.8","1.0","8.9","2.0","70.8","2.8","0.5","0.3","5.4","1.1","0.0","0.1","2.4","0.7","91.9","1.6","0.1","0.1","91.8","1.6","85.6","2.0","12.2","1.7","78.1","2.0","4.0","1.2","8.1","1.6","(X)","(X)","0.0","1.1","70.4","8.2","29.6","8.2","(X)","(X)","0.2","0.3","88.5","2.8","11.4","2.8","(X)","(X)","0.1","0.1","97.3","1.2","2.6","1.2"
"0500000US02090","Fairbanks North Star Borough, Alaska","36378","1770","35386","1718","30985","2041","1717","743","32903","1759","2706","1153","24828","2094","306","343","1528","862","0","157","992","550","32780","2099","463","433","32317","2084","26298","1938","6912","1559","23744","2072","2772","723","3598","1276","3093","1318","321","426","1795","773","977","761","14947","1929","48","83","13358","1773","1541","804","18338","2087","94","159","17164","2031","1080","649","(X)","(X)","97.3","1.5","85.2","4.2","4.7","2.0","90.4","2.5","7.4","3.1","68.3","5.1","0.8","0.9","4.2","2.4","0.0","0.3","2.7","1.5","90.1","3.5","1.3","1.2","88.8","3.6","72.3","4.6","19.0","4.0","65.3","4.9","7.6","2.1","9.9","3.5","(X)","(X)","10.4","12.8","58.0","17.5","31.6","18.4","(X)","(X)","0.3","0.6","89.4","5.1","10.3","5.0","(X)","(X)","0.5","0.9","93.6","3.5","5.9","3.5"
"0500000US02170","Matanuska-Susitna Borough, Alaska","32198","833","30574","945","26787","1061","1551","394","28389","942","2543","497","21397","947","100","88","889","309","0","157","1624","393","28254","1038","113","91","28141","1049","22784","975","3811","598","23723","1105","1390","366","3944","634","4849","684","52","48","3075","599","1722","464","11600","879","44","75","10021","835","1535","387","15749","1043","17","29","15045","1020","687","270","(X)","(X)","95.0","1.2","83.2","2.0","4.8","1.2","88.2","1.6","7.9","1.5","66.5","2.3","0.3","0.3","2.8","1.0","0.0","0.3","5.0","1.2","87.8","2.0","0.4","0.3","87.4","2.0","70.8","2.6","11.8","1.8","73.7","2.5","4.3","1.1","12.2","2.0","(X)","(X)","1.1","1.0","63.4","8.2","35.5","8.2","(X)","(X)","0.4","0.6","86.4","3.2","13.2","3.1","(X)","(X)","0.1","0.2","95.5","1.7","4.4","1.7"
"0500000US04001","Apache County, Arizona","21936","1023","11613","911","8410","982","962","379","9774","857","2190","704","6274","926","350","181","552","198","0","211","10323","906","7749","834","13","22","7736","832","6394","756","1806","522","4258","798","1647","455","14187","1057","8374","902","0","211","1518","452","6856","773","10108","868","0","211","4053","626","6055","767","3454","611","13","22","2165","554","1276","359","(X)","(X)","52.9","3.4","38.3","4.2","4.4","1.7","44.6","3.3","10.0","3.2","28.6","3.9","1.6","0.8","2.5","0.9","0.0","0.8","47.1","3.4","35.3","3.6","0.1","0.1","35.3","3.5","29.1","3.3","8.2","2.4","19.4","3.5","7.5","2.1","64.7","3.6","(X)","(X)","0.0","2.2","18.1","4.7","81.9","4.7","(X)","(X)","0.0","1.8","40.1","5.4","59.9","5.4","(X)","(X)","0.4","0.6","62.7","9.5","36.9","9.5"
"0500000US04003","Cochise County, Arizona","49751","1727","44638","1930","39402","2044","2766","733","39741","1839","3251","902","28502","2090","646","331","786","394","16","31","5113","1191","41616","2085","340","393","41276","2088","37157","1875","3399","802","33607","1922","6386","995","8135","1491","9998","1496","32","58","5926","1122","4040","1163","24268","1958","280","386","20265","1924","3723","1023","15485","1535","28","46","15085","1517","372","269","(X)","(X)","89.7","2.4","79.2","3.1","5.6","1.5","79.9","2.6","6.5","1.8","57.3","3.9","1.3","0.7","1.6","0.8","0.0","0.1","10.3","2.4","83.6","3.0","0.7","0.8","83.0","3.0","74.7","2.9","6.8","1.6","67.6","3.0","12.8","2.0","16.4","3.0","(X)","(X)","0.3","0.6","59.3","8.7","40.4","8.8","(X)","(X)","1.2","1.6","83.5","4.4","15.3","4.0","(X)","(X)","0.2","0.3","97.4","1.8","2.4","1.7"
"0500000US04005","Coconino County, Arizona","47275","2211","44044","2198","37624","2245","2278","776","41047","2252","4294","1073","28621","2261","49","48","859","377","0","211","3231","896","38404","2186","134","117","38270","2168","33167","2346","6027","1219","29092","1963","4038","880","8871","1442","7108","1122","54","83","4504","999","2550","668","21991","2009","12","24","16787","1957","5192","1208","18176","1906","68","80","16979","1783","1129","446","(X)","(X)","93.2","1.9","79.6","3.0","4.8","1.6","86.8","2.4","9.1","2.3","60.5","3.6","0.1","0.1","1.8","0.8","0.0","0.4","6.8","1.9","81.2","2.9","0.3","0.2","81.0","2.9","70.2","3.6","12.7","2.5","61.5","3.0","8.5","1.9","18.8","2.9","(X)","(X)","0.8","1.2","63.4","8.3","35.9","8.3","(X)","(X)","0.1","0.1","76.3","5.2","23.6","5.2","(X)","(X)","0.4","0.4","93.4","2.3","6.2","2.3"
"0500000US04013","Maricopa County, Arizona","1582464","7714","1500214","8034","1307207","8650","57746","3141","1404488","9142","123641","5650","1054893","10387","9249","1591","50242","3865","355","281","82250","3977","1407792","8739","4652","1094","1403140","8820","1250328","10003","195660","7323","1159030","10592","120005","5158","174672","6548","184059","6803","1142","543","128586","5578","54331","3797","704785","10031","2401","811","608775","10628","93609","5284","693620","9441","1109","627","665779","8883","26732","3141","(X)","(X)","94.8","0.2","82.6","0.5","3.6","0.2","88.8","0.3","7.8","0.3","66.7","0.6","0.6","0.1","3.2","0.2","0.0","0.1","5.2","0.2","89.0","0.4","0.3","0.1","88.7","0.4","79.0","0.5","12.4","0.5","73.2","0.6","7.6","0.3","11.0","0.4","(X)","(X)","0.6","0.3","69.9","1.7","29.5","1.7","(X)","(X)","0.3","0.1","86.4","0.8","13.3","0.7","(X)","(X)","0.2","0.1","96.0","0.4","3.9","0.4"
"0500000US04015","Mohave County, Arizona","90270","2972","80602","3259","67373","3596","7901","1532","68707","3391","8902","1911","47503","3309","1142","481","1872","762","0","211","9668","2071","75040","3285","265","220","74775","3301","60862","3219","10243","1842","58443","3460","9193","1504","15230","2436","18085","2102","186","192","12073","1885","5826","1367","50234","3398","40","71","42072","2894","8122","1972","21951","2294","39","69","20630","2263","1282","652","(X)","(X)","89.3","2.2","74.6","3.0","8.8","1.7","76.1","2.9","9.9","2.1","52.6","3.2","1.3","0.5","2.1","0.9","0.0","0.2","10.7","2.2","83.1","2.6","0.3","0.2","82.8","2.6","67.4","3.2","11.3","2.0","64.7","3.2","10.2","1.7","16.9","2.6","(X)","(X)","1.0","1.1","66.8","6.6","32.2","6.6","(X)","(X)","0.1","0.1","83.8","3.5","16.2","3.5","(X)","(X)","0.2","0.3","94.0","3.0","5.8","2.9"
"0500000US04017","Navajo County, Arizona","34285","1984","27048","1800","20566","1640","1474","442","24256","1776","4647","919","15312","1864","178","133","918","387","0","211","7237","935","22032","1865","115","117","21917","1846","16835","1582","3228","711","16597","1840","2434","572","12253","1152","8957","1228","0","211","3791","900","5166","858","17459","1674","74","90","11594","1556","5791","855","7869","1191","41","70","6532","1141","1296","518","(X)","(X)","78.9","2.5","60.0","3.3","4.3","1.3","70.7","2.8","13.6","2.6","44.7","4.2","0.5","0.4","2.7","1.1","0.0","0.5","21.1","2.5","64.3","3.2","0.3","0.3","63.9","3.2","49.1","3.4","9.4","2.0","48.4","3.7","7.1","1.8","35.7","3.2","(X)","(X)","0.0","2.0","42.3","7.1","57.7","7.1","(X)","(X)","0.4","0.5","66.4","4.7","33.2","4.7","(X)","(X)","0.5","0.9","83.0","6.3","16.5","6.4"
"0500000US04019","Pima County, Arizona","402323","4369","376840","4770","316529","5464","16702","1909","346286","5106","36809","3515","253126","5138","3764","824","7610","1151","25","41","25483","2482","351288","5236","1602","468","349686","5182","316983","5360","52698","4153","280299","5753","29545","2248","51035","3425","67747","2901","363","280","45897","2601","21487","2427","197634","5207","878","342","172107","5427","24649","2493","136942","4645","361","280","131682","4599","4899","1177","(X)","(X)","93.7","0.6","78.7","1.1","4.2","0.5","86.1","0.8","9.1","0.9","62.9","1.3","0.9","0.2","1.9","0.3","0.0","0.1","6.3","0.6","87.3","0.8","0.4","0.1","86.9","0.8","78.8","1.0","13.1","1.0","69.7","1.2","7.3","0.6","12.7","0.8","(X)","(X)","0.5","0.4","67.7","3.1","31.7","3.1","(X)","(X)","0.4","0.2","87.1","1.3","12.5","1.3","(X)","(X)","0.3","0.2","96.2","0.9","3.6","0.8"
"0500000US04021","Pinal County, Arizona","147936","3458","138369","3397","121272","3395","6354","1429","126346","3750","9748","1782","100798","4080","1281","578","4898","1222","0","211","9567","1604","128637","3274","357","256","128280","3295","109149","3608","16007","1985","99787","3756","19343","1895","19299","1779","17619","2329","17","29","11492","1787","6110","1414","76880","3823","309","248","65032","3503","11539","1777","53437","3002","31","51","51756","3085","1650","592","(X)","(X)","93.5","1.1","82.0","1.5","4.3","1.0","85.4","1.5","6.6","1.2","68.1","2.0","0.9","0.4","3.3","0.8","0.0","0.1","6.5","1.1","87.0","1.1","0.2","0.2","86.7","1.1","73.8","1.7","10.8","1.3","67.5","1.9","13.1","1.3","13.0","1.1","(X)","(X)","0.1","0.2","65.2","6.2","34.7","6.2","(X)","(X)","0.4","0.3","84.6","2.1","15.0","2.1","(X)","(X)","0.1","0.1","96.9","1.1","3.1","1.1"
"0500000US04025","Yavapai County, Arizona","100836","2498","92633","2994","77780","3212","6783","1063","80795","3273","8801","2110","58860","3344","1009","534","2732","1107","0","211","8203","1627","85281","3358","439","484","84842","3383","69735","3605","11205","1958","64569","3013","13796","2131","15555","2174","18075","2342","0","211","11795","1929","6280","1704","54016","3593","427","483","45681","3614","7908","1540","28745","3150","12","20","27366","3030","1367","630","(X)","(X)","91.9","1.6","77.1","2.5","6.7","1.1","80.1","2.3","8.7","2.1","58.4","3.0","1.0","0.5","2.7","1.1","0.0","0.2","8.1","1.6","84.6","2.2","0.4","0.5","84.1","2.3","69.2","2.8","11.1","1.9","64.0","2.5","13.7","2.1","15.4","2.2","(X)","(X)","0.0","1.0","65.3","7.8","34.7","7.8","(X)","(X)","0.8","0.9","84.6","3.0","14.6","2.8","(X)","(X)","0.0","0.1","95.2","2.1","4.8","2.1"
"0500000US04027","Yuma County, Arizona","74532","2212","66552","2529","53466","2475","3024","816","60541","2515","7597","1536","43287","2504","743","350","1927","671","0","211","7980","1388","59790","2202","446","366","59344","2183","50748","2587","12165","1962","43269","2063","8749","1565","14742","1862","14147","2051","0","211","8718","1456","5429","1351","39928","2862","358","353","31969","2473","7601","1491","20457","2119","88","86","18657","1918","1712","681","(X)","(X)","89.3","1.9","71.7","2.5","4.1","1.1","81.2","2.2","10.2","2.0","58.1","2.9","1.0","0.5","2.6","0.9","0.0","0.2","10.7","1.9","80.2","2.3","0.6","0.5","79.6","2.3","68.1","2.9","16.3","2.5","58.1","2.8","11.7","2.1","19.8","2.3","(X)","(X)","0.0","1.3","61.6","6.8","38.4","6.8","(X)","(X)","0.9","0.9","80.1","3.3","19.0","3.3","(X)","(X)","0.4","0.4","91.2","3.1","8.4","3.1"
